source_id,comment_text,target_id,created_at
yuhaUjR0X,伦敦玩大了，现大了,yuhafflpv,2012-07-26 21:49:53
yuhaTrCXm,还有更不好的地方么,yuhafflpv,2012-07-26 21:49:51
yuhaRF8fZ,不抗议就不是回去只去挖煤的事了,yuhafflpv,2012-07-26 21:49:45
yuhaRF881,又去挖煤,yuhafflpv,2012-07-26 21:49:48
yuhaQdvFE,这种英国人明显是故意的。。。,yuhafflpv,2012-07-26 21:49:42
yuhaNemwr,不太好的地方？呵呵！,yuhafflpv,2012-07-26 21:49:34
yuhaMmUqq,。。。,yuhafflpv,2012-07-26 21:49:32
yuhaEESnF,最后一句亮了,yuhafflpv,2012-07-26 21:49:16
yuhaEo6ve,挖煤？,yuhafflpv,2012-07-26 21:49:15
yuhaEmnUi,挖煤去，。。。,yuhafflpv,2012-07-26 21:49:16
yuhaAfTn0,哈哈哈，最后一句亮了，被带到什么不太好的地方？煤矿迈？,yuhafflpv,2012-07-26 21:49:04
yuhaxfMWP,朝鲜半岛问题专家有点傻逼,yuhafflpv,2012-07-26 21:48:58
